categ_id,name,default_code,lst_price
MP,"MONOPRODUCTOS -""Siliconas"" HD @Fijador Multifunción  -Apto HD  (Botella pulverizadora) x 55cc.",2113P,750.0
MP,Sombra Compacta Apta HD. SILICONADAS -Metalizadas Repuesto de 37 mm. x 4gr. @Pro Tratante Beige Rosado Tornasol Nacarado,1110-T01,357.0
MP,Sombra Compacta Apta HD. SILICONADAS -Metalizadas Repuesto de 37 mm. x 4gr. @Pro Tratante Rosa Satinado,1110-T02,357.0
MP,Sombra Compacta Tratante Apta HD. Repuesto de 33 mm. x 4g. @Obispo Tornasol Satinado,1111-T03,357.0
MP,Sombra Compacta Tratante Apta HD. Repuesto de 33 mm. x 4g. @Durazno  Satinado,1111-T06,357.0
MP,Sombra Compacta Tratante Apta HD. Repuesto de 33 mm. x 4g. @Fucsia Chicle Tornasol  Satinado,1111-T09,357.0
MP,Sombra Compacta Tratante Apta HD. Repuesto de 33 mm. x 4g. @Negro Mate,1111-T10,357.0
MP,Sombra Compacta Tratante Apta HD. Repuesto de 33 mm. x 4g. @Blanco Mate,1111-T11,357.0
MP,Sombra Compacta Tratante Apta HD. Repuesto de 33 mm. x 4g. @Arena Tornasol Satinado,1111-T13,357.0
MP,Sombra Compacta Tratante Apta HD. Repuesto de 33 mm. x 4g. @Blanco dorado Tornasol Satinado,1111-T19,357.0
MP,Sombra Compacta Tratante Apta HD. Repuesto de 33 mm. x 4g. @Celeste Tornasol Satinado,1111-T26,357.0
MP,Sombra Compacta Tratante Apta HD. Repuesto de 33 mm. x 4g. @Dulce de Leche Semi Mate,1111-T32,357.0
MP,Sombra Compacta Tratante Apta HD. Repuesto de 33 mm. x 4g. @Marrón  Agrisado Semi Mate,1111-T33,357.0
MP,Sombra Compacta Tratante Apta HD. Repuesto de 33 mm. x 4g. @Marfil Mate,1111-T37,357.0
MP,Sombra Compacta Tratante Apta HD. Repuesto de 33 mm. x 4g. @Nude Semi Mate,1111-T38,357.0
MP,Sombra Compacta Tratante Apta HD. Repuesto de 33 mm. x 4g. @Habano Claro Mate,1111-T39,357.0
MP,Sombra Compacta Tratante Apta HD. Repuesto de 33 mm. x 4g. @Chocolate Mate,1111-T40,357.0
MP,Sombra Compacta Tratante Apta HD. Repuesto de 33 mm. x 4g. @Gris Mate NUEVO!!,1111-T41,357.0
MP,Sombra Compacta Tratante Apta HD. Repuesto de 33 mm. x 4g. @Tornasol Rosa Mate,1111-T42,357.0
MP,Sombra Compacta Tratante Apta HD. Repuesto de 33 mm. x 4g. @Sombra Compacta Pro Tratante MILA (Repuesto)  Té con Leche Mate,1111-T43,357.0
MP,Sombra Compacta Tratante Apta HD. Repuesto de 33 mm. x 4g. @Sombra Compacta Pro Tratante MILA (Repuesto)  Manteca Mate,1111-T49,357.0
MP,Sombra en Polvo Pigmento Puro Polvera x 2g. @Sandia,1143P-17,265.0
MP,Sombra en Polvo Perla Pote x 1g. @Azul,1152P-03,350.0
MP,Sombra en Polvo Perla Pote x 1g. @Fucsia,1152P-05,350.0
MP,Sombra en Polvo Perla Pote x 1g. @Arena tornasol satinado,1152P-09,350.0
MP,Sombra en Polvo Perla Pote x 1g. @Tornasol Oro,1152P-11,350.0
MP,Polvo Compacto Micro Finsh Ultra HD Mix Petaca con  Tapa Cristal x 10g. @Duo iluminador Highlither Oro / cobre NUEVO!! ,1310D-01,840.0
MP,Pigmentador Humectante (Pack  4 Unidades) Pote x 4g. (Art. Individual 1550P) hsta agotar stock. @Blanco,2550P-00,1100.0
MP,Maquillaje Compacto Polvo Mate Efecto BLUR - Repuesto de 59mm x 10g hsta agotar stock @Amarillo,2010R-01,455.0
MP,Maquillaje Compacto Polvo Mate HD Siliconado Repuesto de 59mm x 10g. @Claro,2011P-M01,550.0
MP,Maquillaje Compacto Polvo Mate HD Siliconado Repuesto de 59mm x 10g. @Oscuro.,2011P-M02,550.0
MP,Maquillaje Compacto Polvo Satinado HD Siliconado Repuesto de 59mm x 10g. @Claro,2011P-S01,550.0
MP,Maquillaje Compacto Polvo Satinado HD Siliconado Repuesto de 59mm x 10g. @Oscuro,2011P-S02,550.0
MP,"Pre Base para párpados Apto HD (Pack 3 Unidades) Petaca x 3,5g. (Art. Individual 2110P) @Natural",2111P-00,1371.0
MP,Mascara para Pestañas Pro Base Extensora Botella con aplicadorx 12g. ,2600P-00,350.0
MP,Bases Alta Cobertura ULTRA HD Pote INDIVIDUAL x 15g. c/u @Beige amarillento- NUEVO,2701P-02,655.0
MP,Bases Alta Cobertura ULTRA HD Pote INDIVIDUAL x 15g. c/u @Beige asalmonado- NUEVO,2701P-03,655.0
MP,Bases Alta Cobertura ULTRA HD Pote INDIVIDUAL x 15g. c/u @Beige medio anaranjado- NUEVO,2701P-05,655.0
MP,Maquillaje Hidratante Siliconado - HD. Botella con dosificadorx 30g. @Marfil Extra Claro.,2801P-00,1400.0
MP,Maquillaje Hidratante Siliconado - HD. Botella con dosificadorx 30g. @Marfil,2801P-01,1400.0
MP,Maquillaje Hidratante Siliconado - HD. Botella con dosificadorx 30g. @Caramelo,2801P-02,1400.0
MP,Maquillaje Hidratante Siliconado - HD. Botella con dosificadorx 30g. @Dulce de leche,2801P-04,1400.0
MP,Maquillaje Hidratante Siliconado Corrector Siliconado HD Botella con aplicador x 10g. @Beige Claro,2812P-00,460.0
MP,Maquillaje Humectante Satinado Botella con dosificador x 55g. hsta agotar stock. @Nacarado,2850P-01,650.0
MP,Maquillaje Humectante Satinado Botella con dosificador x 55g. hsta agotar stock. @Tostado,2850P-02,650.0
MP,Delineador en Gel Apto HD (Pack  4 Unidades) Pote x 4g. (Art. Individual 1911P) @Negro,2901P-01,1940.0
MP,Sombra Cremosa Apto HD (Pack  3 Unidades)   Pote x 4g. (Art. individual 2910P)  hsta agotar stock. @Negro,2911P-01,600.0
MP,Sombra Cremosa Apto HD (Pack  3 Unidades)   Pote x 4g. (Art. individual 2910P)  hsta agotar stock. @Azul,2911P-02,600.0
MP,Sombra Cremosa Apto HD (Pack  3 Unidades)   Pote x 4g. (Art. individual 2910P)  hsta agotar stock. @Marron,2911P-03,600.0
MP,Pre Base Fijadora para Cejas a prueba de agua Pote x 5gr. hsta agotar stock. @Neutra,2913P,345.0
MP,Delineador Líquido Tinta (Pack  3 Unidades) - Botella x 6g.  (Art. Individual 2920P) @Blanco,2921P-00,675.0
MP,Delineador Líquido Tinta (Pack  3 Unidades) - Botella x 6g.  (Art. Individual 2920P) @Negro,2921P-01,675.0
MP,Petaca Blanca Vacía para 1 Repuesto x 33mm. (Pack x 6 Unidades) - Art. Individual 2021,2021,780.0
MP,Blister Dúo para repuestos de 33mm. (Pack x 2 Unidades)  - Art. Individual 2030,2031,100.0
MP,Cartuchera Vacía para 6 repuestos de 33mm.,2003P,500.0
MP,Cartuchera vacía imantada con zocalo para todas las medidas de repuestos (Grande),2004Z,715.0
MP,Kit Pro Acrílico para Mezclas  (Soporte / Espátula de ACERO INOXIDABLE),2017E,916.0
MP,Paleta Pro para Mezclas (Soporte Acrílico Cristal Rectangular)  Sin Espátula,2017P,470.0
MP,Cartuchera vacía imantada con zocalo para todas las medidas de repuestos  (Mediana),2019Z,550.0
MP,Petaca con Espejo Vacía para 1 Repuesto de 59mm.,2023,260.0
MP,Petaca con Espejo Vacía imantada con zocalo todas las medidas de repuestos,2024Z,295.0
MP,Bolsas Ecológicas 30x38 cm. de Friselina con  Manijas y Logo PACK 10 UNIDADES (Art. Individual 410),401,125.0
MP,Bolsas Ecológicas  de 15x20 cm. de Friselina y Logo PACK 10 UNIDADES (Art. Individual 411),402,50.0
MP,Corrector Óptico HD Beige Neutro @Beige Neutro,2813P,440.0
MP,Fluidificador de Texturas - Apto HD,2014P,645.0
MP,Pre Base Para Labios  Cristal HD ,2510P,493.0
MP,Pigmentador Humectante para labios,1550P,275.0
MP,Pre Base para párpados @Natural,2110P,457.0
MP,Delineador en gel Apto HD  Pote x 4g. @Negro,1911P,485.0
MP,Sombra Cremosa Apto HD  Pote x 4g. hsta agotar stock. @Negro,2910P-01,200.0
MP,Sombra Cremosa Apto HD  Pote x 4g. hsta agotar stock. @Azul,2910P-02,200.0
MP,Sombra Cremosa Apto HD  Pote x 4g. hsta agotar stock. @Marron,2910P-03,200.0
MP,Delineador Líquido Tinta Botella x 6g. @Blanco,2920P-00,225.0
MP,Delineador Líquido Tinta Botella x 6g. @Negro,2920P-01,225.0
MP,Petaca Vacía para 1 Repuesto x 33mm.,2021,130.0
MP,Blister Dúo para repuestos de 33mm.,2030,50.0
MP,Bolsas Ecológicas 30x38 cm. de Friselina con  Manijas y Logo,410,13.0
MP,Bolsas Ecológicas 15x20 cm. de Friselina y Logo,411,5.0
